Index,Symbol,Name,EgeriaScore,PortfolioWeight,YearlyReturn5YrAvg,P/E Ratio Norm,Price/Sales Norm,Beta Norm,Quick Ratio Norm,Debt/Equity Norm,EBIDTA Margin Norm,5 Year STD Norm,10 Year STD Norm,EBIDTA Avg Growth Rate Norm,Revenue Avg Growth Rate Norm,5 Year Return Norm,10 Year Return Norm,Yield Norm,Free Cashflow Growth Norm
106,AAPL,"Apple Inc.",9.088,0.0,46.42,-0.12949868294750116,-3,-2.1351117042478185,-0.31337572604398933,1.9065307501689568,1.444773998848864,-2.232788757002072,-1.3974874795536154,0.8092070848113011,-0.44981921287070925,3,3,0.74,-0.603344087925801
107,TXN,"Texas Instruments Incorporated",8.757,0.0,12.27,0.1138356474606042,-3,-0.9329160199123826,3,1.9817115464283601,3,-1.1312395630935175,-0.5949540061690533,-1.0926234134647266,-1.4330544306188635,0.4542607428603583,2.8060130990383976,2.63,-3
108,HSY,"The Hershey Company",8.486,0.0,15.32,0.3435520563451579,-3,2.117788234666398,-1.18525558179362,1.9619239264558002,0.4659130969372838,0.23005095865212333,0.5805416166855837,-0.552702170926436,-0.7747827641011285,1.0635800835563964,-0.22738040268920676,1.96,-1.2716043473659444
109,LLY,"Eli Lilly and Company",8.424,0.0,114.45,-3,-3,2.149028381162535,-0.954765289522665,1.9013310558025975,0.5107768410009345,-1.9297321984349054,-0.676781856343923,-0.035455174513374745,-0.6169783373505936,3,3,1.45,-3
110,ICE,"Intercontinental Exchange, Inc.",8.287,0.0,14.92,-0.657428778924264,-3,-1.2497571678903219,-1.9035993666249142,1.9142217210405568,2.9651620720993637,-0.06381027322912036,0.1082775259278046,2.1320532453086054,-1.7277518198388477,0.983748754465106,1.5544347569555126,1.24,-1.5007664508758143
111,VMC,"Vulcan Materials Company",8.085,0.0,23.26,-1.1300859874452764,-3,-0.21539828799161387,2.5656970912738215,1.981190902530935,0.6449498843484963,-1.2645177859421128,-1.6982076347078658,0.3372195967590336,0.49674100066895477,2.651273691650294,2.3743821126363467,0.88,-3
112,DHR,"Danaher Corporation",6.192,0.0,22.53,-1.1826835791225454,-3,-0.30685011357511005,0.3654822335025383,1.9884089294394796,1.1377145249058185,-1.3564284415415129,-0.12808113848145553,-0.756215939062234,-2.440702988959031,2.5055131877672365,3,0.38,-2.100796898262221
113,EQIX,"Equinix, Inc.",6.016,0.0,16.59,-3,-3,0.7684892146289435,0.14972503755237554,1.9677517881086988,2.11740840650424,-0.9907637165054366,-0.1681632350960678,-1.0333522430340658,-0.8124788366243514,1.3187330478499149,3,1.66,-3
114,TJX,"The TJX Companies, Inc.",5.456,0.0,16.48,-0.21400046310393078,-0.5963468019592967,-0.3079846408983683,-0.8046579330422126,1.9309082338152106,-0.7604987494608824,-0.830838892866014,0.10681890146265438,3,2.3926761992546917,1.2968390902157523,1.561067315376719,1.34,-3
115,CNC,"Centene Corporation",5.44,0.0,10.05,0.8433514170601305,2.7688994578858726,1.6749353266848837,-0.08345135635690171,1.954578173374613,-1.6339586620692341,-2.957547363045898,-2.0069755830466693,-2.454963316464771,-0.6896591034314067,0.00914329302159132,2.850976903114298,,1.575805806818248
116,STLD,"Steel Dynamics, Inc.",5.251,0.0,73.82,1.3989993498324331,1.0640220803449654,-3,1.1989112874180634,1.9863107666399074,-0.013743956206961339,-3,-3,3,3,3,3,2.13,-3
117,FI,"Fiserv, Inc.",5.207,0.0,14.18,-0.4658651383243526,-3,-0.7598338552030376,-1.7147114926084883,1.959660381150149,2.1994448227098933,-0.7047648662311188,0.27166905170125855,0.854445065079446,-1.2527646631005669,0.8350941627423066,3,,-1.8025037378215465
118,EXPO,"Exponent, Inc.",5.069,0.0,9.88,-1.5405831439755953,-3,0.5134700954258592,2.379126546393344,1.9836728870915652,0.2400450103024407,-2.502068439174262,-1.2863925234038387,0.3035843287096448,-0.9163609215642093,-0.023055002526203055,3,0.94,-1.3371460001105853
119,ELV,"Elevance Health, Inc.",5.047,0.0,25.13,0.39236011550834154,1.9152563917578938,-0.1917539921274053,,1.9646247392255634,,-2.7694428053840188,-0.9342827194565864,,-0.5913215717591769,3,3,1.14,-3
120,CINF,"Cincinnati Financial Corporation",4.556,0.0,11.7,1.2817825277059451,-0.27087154394283447,0.7460773659031744,,1.9658274094891717,,-3,-0.8624570019409923,,0.2320598959968109,0.33921514649355317,1.0539975235863253,2.52,-0.5256869249349897
121,SYY,"Sysco Corporation",4.522,0.0,5.0,0.5010075298800911,2.324677296732649,-1.8016788919433957,-0.6316885806609571,1.7930988408968935,-1.4565103019536723,-3,-1.8479944420810064,3,-0.20101590255392843,-0.9992579307685365,0.3459455532191316,2.47,3
122,AXON,"Axon Enterprise, Inc.",4.467,0.0,73.46,-3,-3,-0.8057233129450486,3,1.9773601425280112,-0.755058715318177,-3,-3,3,3,3,3,,-3
123,AME,"AMETEK, Inc.",4.424,0.0,22.14,-0.666157429651538,-3,-2.0043383217508204,-1.0128707928645693,1.9855825788920312,1.0708782088692503,-0.5553295205747046,-0.2070607448356716,-0.501771982256993,-0.31217472824062253,2.4275020928703954,1.5660083754434337,0.63,-0.23336283385061946
124,ITW,"Illinois Tool Works Inc.",3.576,0.0,15.63,-0.12223117858804933,-3,-1.614203896115427,-0.15358288770053474,1.916965471447543,0.7838827838827839,-0.34248764027252054,0.30320895598784237,-0.8433344998245513,-1.2482815954835356,1.126786740158912,1.5809818960752575,2.27,-0.8089476806340066
125,NXPI,"NXP Semiconductors N.V.",2.878,0.0,27.76,0.37689432384733557,-3,-3,0.4086596935052298,1.9643845441925034,1.6878577884905088,-3,-3,2.7970454296275755,0.22398665643163868,3,1.9213797117129283,1.36,-1.147561524408815
126,PAYX,"Paychex, Inc.",2.72,0.0,13.46,-0.20376682288512032,-3,-0.7629118259749224,-0.9590381369070176,1.9596175426542999,2.6078882750153465,-1.1001919176448087,-0.2526163618995838,-0.8478902013014562,-1.489631413930063,0.6924648242359507,2.0445795365130395,2.71,-1.6334267242035696
127,AON,"Aon plc",2.248,0.0,16.34,-0.03817659656764702,-3,-0.43211271509974947,-1.5902267793635398,2.840217917675545,0.9223983253588514,-1.4581746313741935,-0.09843643515210143,-0.3924618403610392,-1.6854644961221716,1.2674745756124832,2.2618482732571374,0.79,-0.9653200912336211
128,TMO,"Thermo Fisher Scientific Inc.",1.784,0.0,22.05,-1.0455077054108555,-3,-0.015139656799346701,0.532258064516129,1.9777965122499197,0.5851086170287234,-0.9144929751841806,0.2805722392293397,-2.0672042693524277,-0.8886527940299868,2.4103390731285055,2.9861052122384173,0.22,-2.890198119815544
129,NDSN,"Nordson Corporation",1.648,0.0,16.93,-0.5765140734491329,-3,-0.7602505693824613,0.42768373908457313,1.9795716034271726,1.0640376140740482,-1.5734215532877522,-1.6908529640797534,-0.11290130841541597,-1.4998158671269506,1.3866866749178712,1.8777590222333318,0.92,-0.6871420986522206
130,KO,"The Coca-Cola Company",1.596,0.0,9.34,-0.02508570213144582,-3,1.0175469523895924,-0.5513554791905306,1.945859450291045,1.4110678847751013,0.3920697244834175,1.4035679351869441,-1.4197346352010858,-0.6845164730070049,-0.1316564016620694,-0.6104864892751944,3,-1.8789627509555653
131,SPGI,"S&P Global Inc.",1.538,0.0,19.97,-2.4250261766893844,-3,-1.7397224967878833,-0.6475102040816327,1.986848538011696,2.1193886532767863,-1.1571028061322348,-0.5082617886184622,-0.609391177558291,0.8678910424958588,1.9934458476472598,3,0.84,-2.032906271958006
132,TECH,"Bio-Techne Corporation",1.39,0.0,6.76,-1.9112901655414418,-3,-2.2392836439134287,3,1.9931637881410575,1.2837146582660768,-3,-2.082480458252297,1.2292603573125263,0.17341008749758408,-0.6481276492960296,0.8999301212239262,0.44,1.5840750807367208
133,IT,"Gartner, Inc.",1.102,0.0,35.56,-1.4282311860044483,-3,-2.5175176067483607,-0.4539734162334468,1.789746471672,0.49029110763648825,-3,-2.3739255166438813,2.2394575388281304,-0.3984156247441895,3,3,,-0.45730899638872236
134,GD,"General Dynamics Corporation",0.771,0.0,16.09,0.022799405493847073,-0.21939116009324405,0.8844537905110617,-0.4281888997078871,1.9685327949669,-0.758989401968206,-0.4386577091308732,0.23316759962917555,-2.815192465941283,-2.257132072403256,1.2180714818607186,1.0047257273660428,2.36,-1.0474793515595124
135,VLO,"Valero Energy Corporation",0.505,0.0,25.97,1.6530717690895667,2.5419561128660284,-3,0.13653136531365329,1.9737857739315265,-0.9596314051641961,-3,-3,3,3,3,2.4579281443644407,3,-3
136,AMGN,"Amgen Inc.",0.484,0.0,15.25,0.23543838520243685,-3,1.129604921016113,0.053719008264462964,1.708209242618742,3,-0.7690015005787627,-0.6596883831832789,-1.9872564821005851,-2.2933480164691495,1.050424086322709,0.8880175490322624,2.97,-3
137,PG,"The Procter & Gamble Company",0.404,0.0,15.25,-0.18841379654309742,-3,1.9363138694333433,-1.2327441548271618,1.968461423349082,0.7254342136569114,0.9612028739880785,1.3829492027348724,-2.1613447355429987,-2.006793475328311,1.0493938861729293,0.20826842140264717,2.43,-3
138,KVUE,"Kenvue Inc.",0.0,1,-5.01,
139,NI,"NiSource Inc.",-0.105,0.0,4.24,0.7447429836896902,-0.6227155213618233,1.522434898096322,-0.7945528100131052,1.9493545032407855,2.038398663130744,-0.4992817099012612,0.4413848079048419,-1.19654950448795,-1.7890806378850546,-1.1524313494179341,0.2755400114324281,3,-2.1773232669923224
140,ROL,"Rollins, Inc.",-1.072,0.0,10.95,-2.1952673760858925,-3,0.6178339312566272,-0.8934625075213851,1.975079021813534,0.29417579535596844,-2.1897617935570493,-0.4905057522749363,0.4191364749212248,-0.5083808238352561,0.18925072349776742,3,1.03,-1.6050217904987392
141,CTAS,"Cintas Corporation",-1.608,0.0,45.65,-1.9852233115975584,-3,-2.4644910085600547,0.0765489869616327,1.9757640426233427,0.5794846437639523,-2.230909574526426,-0.16520588819208992,-0.44010959856354503,-1.4632100917906459,3,3,0.99,-1.738573998774807
142,EA,"Electronic Arts Inc.",-1.612,0.0,7.39,-0.7154876552641103,-3,0.09252439853304095,0.10106544901065462,1.9830906348553408,0.5741151887162071,-0.40394506727797275,-1.53150926576377,2.455330331435796,0.04184129944601267,-0.5210924095078943,2.806027762194667,,-3
143,PNR,"Pentair plc",-1.683,0.0,25.0,0.2952346864833537,-2.643854981140667,-2.0745134532217855,-0.3091828138163437,1.9791974138198998,0.07577049579729545,-2.160393944179014,-1.1659653460125368,0.578823214925319,-0.7456008456101845,2.9997858618540203,-0.8254742760529994,1.54,0.5832857391724297
144,CAH,"Cardinal Health, Inc.",-2.011,0.0,32.54,-1.4247348939951676,3,0.6378674265699996,-1.086987479973892,2.324460028050491,-1.9124673834594814,-1.754314423629852,-1.0726729803972628,-3,-0.9391999579931614,3,-0.677298975097807,3,0.268253744257423
145,DOV,"Dover Corporation",-2.22,0.0,17.73,0.1539207622864795,-1.967985968630841,-2.2605595914724206,-0.5354231237569185,1.9755535899095387,0.03691242637293979,-1.6471562349640632,-0.7155500357007343,-0.49266860409304625,-1.3278965880203129,1.5466825226660597,0.6024462243289285,1.56,0.8716160544635677
146,ALB,"Albemarle Corporation",-2.307,0.0,10.14,1.4652884131457289,0.7218154169801925,-3,-0.4692379809137128,1.9817140067444523,-1.175691726586202,-3,-3,3,3,0.028946414417292773,-0.7645865910462755,1.21,3
147,NOC,"Northrop Grumman Corporation",-2.307,0.0,14.9,-0.9663215908782251,-0.09717757138904486,2.1518175380910023,-0.28236476302126956,1.9570814464346062,-0.9236446933061849,-0.6943999321942673,0.1239546103443443,-3,-2.540722581968974,0.9807766071586889,2.7605671460487033,1.57,-3
148,XOM,"Exxon Mobil Corporation",-2.943,0.0,17.28,0.9976560260782474,0.5843933013931066,-0.4936044157432723,0.12976912242023397,1.9840061132215505,0.21911161438554871,-3,-1.1485377858554529,3,2.5322556717305558,1.4559386729128045,-0.868808070434213,3,-3
149,AZO,"AutoZone, Inc.",-3.22,0.0,36.53,0.37548841042606756,-2.2245080803653545,0.37009999043829844,-1.812628644093603,2.0935000806916215,0.35813206560735417,-2.3268319824106563,-0.8032557802221358,-0.539492813866978,-0.7120160505354285,3,3,,-2.990784024254795
150,LMT,"Lockheed Martin Corporation",-3.734,0.0,11.65,0.7216159589028773,0.14776365010207168,1.6271955829179767,-0.02125524000708512,1.8665076810534016,-0.4543665181808765,-0.5876563828250525,0.1488454272487969,-2.632734165451699,-2.7772684128495273,0.3307792422489695,1.6570653139944118,2.61,-2.9195496040607134
151,MKC,"McCormick & Company, Incorporated",-4.158,0.0,1.51,-0.394572000811821,-2.306862377449812,0.26237037314806255,-1.5133111749330408,1.9692580077854842,-0.15102845030898288,-0.8166039903854747,-0.12478409247053435,-2.5596430351634654,-1.7854848107363133,-1.6976028729619026,-0.0022663871260226644,1.63,2.875229431617696
152,AEE,"Ameren Corporation",-4.222,0.0,3.99,0.6624614780331833,-1.5892146357783559,1.7030390868346716,-1.435575485799701,1.948273856727465,2.541333333333333,-0.05066750220467586,0.7193418307651989,-1.2347971400025664,-1.0628692273706182,-1.2012249529401442,-0.033719754481045736,2.69,-3
153,DLR,"Digital Realty Trust, Inc.",-4.274,0.0,7.73,-1.93544155063758,-3,1.0617733661646045,-0.7927117101066146,1.9758159844256065,3,-1.3216785416581658,-0.3826814357002224,-1.5105712423585023,-0.5914907353197822,-0.4547188915567429,1.7240660288486416,3,-3
154,FRT,"Federal Realty Investment Trust",-4.353,0.0,-1.13,-0.97092225339871,-3,-2.226747227309138,1.100789040727932,1.9648322984677962,3,-3,-0.7823487094991775,-0.2909035231480569,-0.8549195741697421,-2.2268534897548338,-1.6813393882002372,3,3
155,GIS,"General Mills, Inc.",-4.373,0.0,12.83,0.7628058038526394,-0.48296023761255735,3,-1.278978727921759,1.9602823074567448,0.32108777443452474,0.47016544580548025,0.5779502809350161,-2.935279799320214,-2.1057179064372185,0.5650006047983601,-0.798109275078639,3,-3
156,SHW,"The Sherwin-Williams Company",-4.422,0.0,22.16,-0.8172113571361933,-3,-1.8428915493021614,-1.1716488856026195,1.8964497550998438,-0.19975793752358806,-1.6170683134713668,-0.7989203565490239,-1.436082275891231,-1.416684816989077,2.43137770009644,3,0.85,-0.6729455926177395
157,WMT,"Walmart Inc.",-4.602,0.0,17.97,1.2710696450103485,2.795133716628621,1.5660353139267196,-1.5961045284856354,1.9614056593649014,-1.4386268081002895,0.27373537172351803,0.698137829847699,-2.38329851383807,-1.9875486810802407,1.5937469142789706,0.46896848085792425,1.61,-3
158,GILD,"Gilead Sciences, Inc.",-4.806,0.0,6.01,0.8660873717208066,-2.4837145059105032,2.9421190460452684,0.11418439716312045,1.9655095694827662,1.8709201548958136,-0.12797619658104953,-0.372982292634652,-1.7792297068806762,-2.339793375246146,-0.7985542796763911,-1.6908256437911457,3,-2.341106580300575
159,VRSK,"Verisk Analytics, Inc.",-5.229,0.0,13.05,-2.635567770827968,-3,0.022053205531259445,-0.2877884366087633,1.7391032258064516,3,-0.6505704031126562,0.46113232393937764,-2.0467134356288197,-1.8470177313848974,0.6101626432390617,1.9753618844588572,0.57,-2.844617230799496
160,ACN,"Accenture plc",-5.401,0.0,17.7,-0.42108017380926893,-2.5375244627578994,-2.036384086757501,0.3629016719271734,1.9807053537368915,-0.3303474382612265,-1.4797562582671278,-0.21201282529846566,-1.5160445761751302,-0.33488421497609694,1.5399884720563353,3,1.34,-1.8474414368621914
161,AVY,"Avery Dennison Corporation",-5.447,0.0,19.73,-0.9168636967214003,-0.5384883873900886,-0.5797784804546657,-0.7924430450083348,1.9428365994642605,-0.6704207166170512,-1.8378444337441637,-0.5493464130419587,-1.5408392392484025,-1.6235518582492703,1.9452385697515029,3,1.63,-2.1605863862721035
162,HD,"The Home Depot, Inc.",-5.565,0.0,16.85,0.19791123731871496,-0.793242187703744,-1.010959881574962,-1.3560754031342266,0.5664750957854406,-0.3550033078097062,-1.25080487134157,-0.4957813231482815,-1.5611330601607503,-1.9638605464172332,1.3692710955730456,3,2.29,-1.4191375772985813
163,CHRW,"C.H. Robinson Worldwide, Inc.",-5.603,0.0,-2.3,-0.14649202290031368,2.3770825588774236,0.16508245768183216,0.6485343760919262,1.9463369133789667,-1.6512977082925224,-1.7335385784471677,-0.32312180917080546,-2.1731338128049975,-1.62029583064179,-2.4604285521421643,-1.2516491017324662,2.39,3
164,IBM,"International Business Machines Corporation",-6.305,0.0,14.49,0.15887782591049848,-1.790332744186149,0.5894606033788918,-0.3941738467850653,1.9000328407224958,0.3752404662215683,-1.5394154689451156,-0.33927529000268564,2.5793337974754857,-2.2215601952725934,0.8989068506356176,-1.3127777660543387,3,-3
165,IRM,"Iron Mountain Incorporated",-6.312,0.0,37.05,-3,-3,-0.9319675373590736,-0.6739800052589495,0.38561366041729656,0.968314262258797,-2.5822069804454104,-1.0254826731060387,-0.4563915795630852,-1.0460731294205972,3,3,3,-3
166,ABT,"Abbott Laboratories",-6.346,0.0,10.63,-0.7873000994452654,-3,0.28818800525582444,0.3264215013366085,1.9821842861953736,0.6288364207534469,-0.39295654749577835,0.3757224306811633,-1.3281143092183776,-1.8207522884517804,0.1267495892163214,1.1445583317603822,1.59,-2.5900395290766163
167,JNJ,"Johnson & Johnson",-6.568,0.0,4.43,1.28600959158602,-3,1.4525518813167764,-0.17147055010587264,1.971272864745398,0.6292704951516842,0.8492749374374435,1.3798599305301864,-0.9558426297147257,-2.773672914828577,-1.113818315654097,-0.727797548793918,2.67,-3
168,CHD,"Church & Dwight Co., Inc.",-6.926,0.0,10.63,-0.9531521735568959,-3,1.3895929783240413,-0.7744022503516175,1.9755470249520153,0.22140799945466,-0.3000003251446808,0.6370212106631143,-1.195724126265628,-1.75043768691163,0.1254026568404356,1.4152991439784879,1.17,-3
169,BMY,"Bristol-Myers Squibb Company",-7.255,0.0,5.64,1.0744666119244626,-0.8998972459847667,1.9556069212981015,0.474530590243464,1.9553693510023786,2.302981824645603,-0.12727291763453952,-0.6651887576039295,-1.2140101886935384,-2.5926761778986913,-0.8721864685376588,-1.5985497004152238,3,-3
170,AFL,"Aflac Incorporated",-7.69,0.0,18.59,1.2699144794107515,-1.543076093011717,-0.7025975227870196,,1.90471776211053,,-1.8737207103999731,-0.3913894250069889,,-3,1.7189108197056526,1.1908932190945911,2.37,-3
171,ORLY,"O'Reilly Automotive, Inc.",-7.736,0.0,35.17,-0.32921932775984364,-3,-0.41950515050327486,-1.7925630107371373,2.1795259067268145,0.28650508308431744,-1.5817056522671846,-0.9755884228416729,-1.0259789990117263,-0.8199201237973724,3,3,,-3
172,XEL,"Xcel Energy Inc.",-7.81,0.0,3.03,0.6545935810157,-0.6955015740126633,2.1140292237042004,-1.1871903750884643,1.9472490917347867,1.6688723074757144,-0.5443509392728885,0.5056818207819607,-1.5081405306448954,-1.4462066707400711,-1.393338143318919,-0.12620676828679886,2.8,-3
173,ADBE,"Adobe Inc.",-8.205,0.0,13.53,-1.8653067393306852,-3,-2.384011913384797,0.4399466731305295,1.9839435767042013,1.5859751203852324,-3,-1.9611747899167131,0.2262765499869815,-0.03695126834596572,0.7060222057605233,3,0.12,-0.934422713833774
174,PODD,"Insulet Corporation",-8.394,0.0,19.52,-2.911903526036457,-3,-1.7750711603349,2.7158687943262407,1.9493517128429099,-0.10677037298921693,-3,-3,3,1.6869487325076669,1.9038577083521102,1.8975582205543098,,-3
175,HES,"Hess Corporation",-8.447,0.0,29.98,-0.982125722551139,-3,-2.077245677599565,-0.15412844036697249,1.9679390162474961,2.892017886024165,-3,-3,3,3,3,-0.5463695557081688,1.44,-3
176,URI,"United Rentals, Inc.",-8.461,0.0,72.47,0.6024675288758176,-2.282429640490355,-3,-0.5713500137475942,1.957050430504305,2.623918504046888,-3,-3,1.1193983429087957,0.7888557765837525,3,3,,-3
177,TYL,"Tyler Technologies, Inc.",-8.535,0.0,16.81,-3,-3,0.10238743476342682,-0.4106446863469373,1.9881642548744978,0.01169207121813759,-1.7892884771212971,-1.5264558138010393,0.11761326679871757,1.2853101460380458,1.3613956259594762,3,,-2.9721295907161407
178,TSCO,"Tractor Supply Company",-9.198,0.0,33.0,-0.06503486351566665,-0.248655176973709,-0.18025873648314816,-1.632965593395196,1.9345193653995187,-0.713936308704586,-2.1902582627384763,-2.1127547646439693,-0.27052621219975104,-0.7386214171930525,3,2.4318005988280964,1.37,-3
179,LOW,"Lowe's Companies, Inc.",-9.517,0.0,24.4,0.6445374740047732,0.40377476384338395,-1.412266258789061,,2.075541528239203,-0.4275724738353248,-2.2195547819279033,-1.8583404745295837,-1.4831544290370149,-3,2.8796684485413904,3,1.69,-3
180,MCO,"Moody's Corporation",-9.732,0.0,22.02,-2.8479886720577006,-3,-2.248115811804566,0.9566315789473685,1.9074235807860263,2.526600541027953,-1.5172931586195721,-0.42286256208993045,-3,-2.6291880935697045,2.403436339327267,3,0.84,-3
181,CL,"Colgate-Palmolive Company",-9.929,0.0,8.84,-0.6950583539339272,-3,2.040327453908092,-0.9234338747099768,1.4930706075533662,0.18224803412653534,0.8815408142974182,1.2700751951689715,-3,-1.8536771354062864,-0.23105198397139332,-1.0745287769634162,2.36,-2.0513681404817286
182,AKAM,"Akamai Technologies, Inc.",-10.036,0.0,5.98,-0.437569637527769,-3,0.4672819077196666,1.8006430329721854,1.9769297228394518,1.2586675481122371,-0.9334803586777207,-1.493632886501942,-2.3963401023148077,-1.792297494941473,-0.8040178987198413,-0.8318146080319962,,0.24126405755909702
183,KMB,"Kimberly-Clark Corporation",-11.04,0.0,4.3,-0.047368697178216776,-0.6918200305347214,1.9373775942829852,-1.0683982683982682,1.64424043715847,-0.4988497870882483,0.5694101462996759,0.7739736193503184,-3,-2.558856035560589,-1.1400799613889259,-1.0417954071844642,3,-1.2762453716499127
184,ADM,"Archer-Daniels-Midland Company",-11.418,0.0,13.49,1.3435256962388744,2.593905557231261,0.4702977993351004,-1.1572178758975458,1.9749991712249295,-1.361260446053122,-1.8638069488759719,-0.7398018285519878,1.5824560145019873,-0.06058521257200518,0.6975614033402371,-0.8843444679816826,2.62,-3
185,SBAC,"SBA Communications Corporation",-11.673,0.0,0.59,-1.702144526636011,-3,0.9021233923782812,-1.3974835302756117,2.059232742112467,3,-1.6474626887938992,-0.28372481428496243,0.4781062270258474,-1.1425892884791793,-1.8822292243296923,-0.31728444440430054,,-1.0410075628367927
186,VRSN,"VeriSign, Inc.",-12.784,0.0,-0.48,0.08790106485483905,-3,-0.37040196766500944,-0.41817416912074035,2.0421252371916507,3,-0.5312112943635219,-0.31355863999085276,-1.4790771826958466,-1.862692117245873,-2.09614851189922,1.590112865632985,,-1.87241210092238
187,PPG,"PPG Industries, Inc.",-13.141,0.0,4.34,0.19449680815330359,0.09369951978856955,-2.3464830749066357,-0.07360506529481592,1.9652093973442288,-0.49150024756560495,-2.364430407296344,-0.77173104699754,-1.6043411787427502,-1.00810886125814,-1.131390324832087,-1.2357137723772045,1.71,3
188,CSGP,"CoStar Group, Inc.",-14.289,0.0,14.46,-3,-3,-0.4646670563996552,3,1.9956910037336824,-0.41221995926680244,-2.537628807742677,-2.061708678504326,-2.335172958683384,-0.20452367581909492,0.8926232978700864,3,,-2.549583806582467
189,MPC,"Marathon Petroleum Corporation",-14.98,0.0,57.71,1.5258979023440336,2.326459669220437,-3,0.1680397022332505,1.9552630716276018,-0.7490817433733884,-3,-3,-3,3,3,3,3,-3
190,GPC,"Genuine Parts Company",-15.872,0.0,15.67,0.5636541950495315,1.4283120000195397,-0.6653146405223909,-1.1502768135719075,1.9384170675750565,-1.098909119138792,-2.5946587519883035,-0.38621148452600007,0.7367127889424253,-0.6198729043107747,1.134643009719107,-0.009491202109442914,2.76,-3
191,SJM,"The J. M. Smucker Company",-16.342,0.0,2.45,3,0.4527567943397888,2.889347966034491,-0.24714350430361898,1.978875843528831,-1.262896269402276,-0.06470742714604505,0.20780026138100727,-3,-2.3888170961739164,-1.5109881634979714,-1.1940017297278067,3.0,-3
192,BDX,"Becton, Dickinson and Company",-16.366,0.0,2.53,-2.783451703146511,-3,1.7552385985864043,-0.8080108417407017,1.9790805132379734,0.19731171762774474,-0.07973312371872598,0.5254954710537261,-0.2843464028955861,-1.645712006703355,-1.4944871065747676,-0.0772064441956286,1.34,-2.9923170175040212
193,APD,"Air Products and Chemicals, Inc.",-16.73,0.0,6.76,0.17221722532067185,-3,-0.11939274512747067,0.11093998665229243,1.9771643761921063,1.6183760374153766,-1.579888539703747,-0.36260114009574806,-1.431979188940042,-0.41351208891815716,-0.6485869544861237,0.291092209481842,2.2,-3
194,BEN,"Franklin Resources, Inc.",-19.447,0.0,-2.03,1.047555214939465,0.323805245139475,-3,3,1.9722288514630484,0.6392663906317475,-3,-1.7412182555197653,2.672818921135292,-0.03790036956298763,-2.4060404080668745,-2.381011429997086,3,-0.8579199463501226
195,HRL,"Hormel Foods Corporation",-19.903,0.0,0.15,-0.00253774159529372,0.32125706368253154,2.6354272025147356,-0.6349637681159421,1.9852362717739178,-0.8900116340496059,-0.09151331556358322,0.21113241768167246,-2.7385137897868406,-1.325171952786794,-1.969249564402376,-0.9223042127000197,2.25,-2.782137639043653
196,EPAM,"EPAM Systems, Inc.",-20.457,0.0,7.87,-0.989046538079549,-2.4845969603325266,-3,3,1.9949240987400643,-0.5932046203635402,-3,-3,-0.4915361428023381,1.4606997297425899,-0.42519344103729795,3,,-1.695820856972384
197,ESS,"Essex Property Trust, Inc.",-21.944,0.0,0.52,-1.2724955924060497,-3,-0.2610785477229899,1.7088914402347237,1.9751592864574516,3,-2.631117223367827,-0.5542187099819396,-3,-2.2169308198337254,-1.8954149274243826,-0.7489209272609607,3,-1.870872407649849
198,ECL,"Ecolab Inc.",-24.284,0.0,5.1,-2.007594731410114,-3,-1.6315694913165257,-0.18647889916701188,1.9657553420264273,-0.023524497069228878,-1.5399149200371198,0.32298092537509593,-1.2671082411838583,-1.173108003660635,-0.9796323839157659,-0.27514776059777696,1.05,-0.9014646529279517
199,EMR,"Emerson Electric Co.",-25.246,0.0,13.69,1.7179445164250315,-3,-2.560461812984137,2.2007154213036566,1.984389772342791,0.4721855553460305,-2.118498967021342,-0.8907122333339341,-1.4932706222656955,-3,0.7388364150870393,-0.5544880450681763,2.53,-3
200,HDB,"HDFC Bank Limited",-25.657,0.0,1.1,2.2107864689050754,3,-0.4838359759839239,,1.8431578833148416,,-3,-1.8691868618462282,,-0.29232925898673445,-1.7805149206389086,0.8107889165505007,0.58,-3
201,TER,"Teradyne, Inc.",-25.872,0.0,24.89,-0.21729613980937623,-3,-3,1.7634581961388043,1.992391399966032,0.08058371075116144,-3,-3,-3,-3,2.9770572227367165,3,0.46,-3
202,TGT,"Target Corporation",-25.895,0.0,25.7,0.5146882488915229,1.9293510159955527,-2.00292107188647,-1.460319104848736,1.9375759380583681,-1.1993445797490039,-3,-2.512167606129876,-1.77544265106771,-2.0217529998733696,3,1.5403796259412343,2.25,-3
203,MDT,"Medtronic plc",-26.852,0.0,1.6,-0.12410776520575839,-2.888468818390024,-0.18756190516643734,1.0840791072809632,1.98473942854923,0.7558787128712868,-0.7838655309710969,0.001666921544801525,-2.3275278215883435,-2.471646016984674,-1.679083564678902,-1.0152691006298196,2.5,-3
204,TROW,"T. Rowe Price Group, Inc.",-29.647,0.0,4.96,0.9472734181041889,-3,-3,3,1.995817824115475,1.9000077393390602,-1.9964632900193973,-0.6555125785422922,-2.605117825688628,-2.4833117941691802,-1.0084769830076101,-0.7494736033474396,3,-3
205,CLX,"The Clorox Company",-32.519,0.0,1.58,-3,-1.322831920742258,1.9242002925180453,-0.8993218570683359,1.494818181818182,-1.3310533515731875,-1.0217696556445723,-0.2664699401732529,-3,-2.3329893290558177,-1.6841989324036775,-0.498186694768073,2.77,-2.7608035216418463
